TWEET;CREENCIA;CONFIANZA
@conoverbeth I think the report is valuable in terms of visible, observable climate change impacts in the US right now (but no invlvmnt);Yes;1
"Be interesting if a liberal Congressman in Washington DC does a speech about the evils of ""global warming"" in the House chamber.";No;0.6834
. global warming Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion http://bit.ly/dxIaFb;Yes;1
Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion intergovernmental panel on climate change;Yes;0.708
Facts brushed over by global warming fanatics al gore global warming http://bit.ly/dd479w !;No;1
Duh: Global warming full of uncertainties, admit climate scientists http://bit.ly/akuOZf #warmers;No;1
RT @StephenAtHome: I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist;No;1
Should We Worry About Climate Change? Top Climate Scientist at UAH Says No|Dr. John Christy, the distinguished .. http://oohja.com/xb62s;No;0.6643
Climate change - data manipulated for 20 years! http://bit.ly/aqHJEX #News;No;1
Police question global warming 'sceptic' scientist over 'Climategate' email leak http://tinyurl.com/yhho9en #tcot #ocra;Yes;0.4953
RT @NRDC_AF: You can demand clean energy. You can fight climate change. Join #thisisourmoment http://bit.ly/bwDUPU;Yes;1
http://bit.ly/d0zbcF global warming skeptics . ARCHIVES: Penn State scientist in hot seat over e-mails;No;0.7079
"ARCHIVES: Penn State scientist in hot seat over e-mails http://bit.ly/d0zbcF ;O global warming skeptics";No;0.7259
DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*: Are you looking to make a change in the world?'... http://bit.ly/czSn4A;Yes;1
RT @greenforyou Just How Entertaining Can Climate Change Really Be? #green http://bit.ly/cK5lEh;Yes;0.6818
DHS: Fossil Fuels and Climate Change are 'National Threats' - Vladimir's blog - RedState http://goo.gl/8sQ9 Includes great charts #tcot;Yes;1
"good luck What can our families do to help stop global warming? ;)";Yes;1
Global warming data saying glaciers to melt by 2035 proven false http://bit.ly/d2wxJ5 #News;No;0.479
:) http://bit.ly/b2du4M stop global warming The Global Climate: Yes, Its Still Warming;Yes;1
Just as record cold shows global warming, think of a falling DOW & rising unemployment as sign of sound economy  (via @roaring_repub) #fb;Yes;0.6781
"If the climate changes long enough, the culture will change; i.e. Harvard University....via Glen Schultz";Yes;1
"""to change is not a good thing. ask the climate."" - michael scott #theoffice";Yes;1
The global warming arguement is the bane of my existence;No;0.6577
Climategate: SEC Demands U.S. Firms Disclose Global Warming Risks to Shareholders http://bit.ly/aaBuue  #tcot #ocra;Yes;1
New blog post: Proposed Climate Change Legislation in Wisconsin Would Help Economy, Brighten State's Energy Future http://bit.ly/daSjDx;Yes;0.6727
Burning 1 gallon of gas creates 22 lbs of carbon dioxide-a major contributor to global warming. Recycle with us http://interconrecycling.com;Yes;1
"Is Global Warming (and other Liberal 'Sacred Cows') a Secular 	Religion?  http://post.ly/MAZT";No;1
How Climate-Change Fanatics Corrupted Science -- Michael Barone -- GOPUSA - http://shar.es/aN0vU;No;0.7167
Climate Change: The Ruse Unravels http://bit.ly/drK1ha #tcot #ocra;No;1
Reuters-#Vancouver gets climate-change bronze: #Olympics http://link.reuters.com/jab77h;Yes;0.6897
Reality Check: British inquiry finds NO distortion of climate change data. http://nyti.ms/crsQyJ #P2 #SCIENCE #TCOT;Yes;0.654
The CFC Ban: Global Warming's Pilot Episode http://bit.ly/cd4GxQ #tcot #ocra;Yes;1
";O From Maple Syrup to Snow Pack, Global Warming Happening Here and  stop global warming http://bit.ly/cidu7j";Yes;1
:P Scenes from the Climate Wars http://bit.ly/ckiWNK global warming for kids;Yes;0.6697
http://bit.ly/a14V1W :) Debunking the Deniers of Global Warming, page 1 global warming swindle;Yes;0.6512
"New Ozone Standards could contribute to warming ;O global warming for kids http://bit.ly/b3dgCw";Yes;1
There Is No Clean Coal, But Obama Is Right about an Energy and Climate Bill   global warming solutions http://bit.ly/a0x8kw;Yes;0.6719
"http://bit.ly/a0x8kw ;) global warming solutions There Is No Clean Coal, But Obama Is Right about an Energy and Climate Bill";Yes;1
Photo: brooklynmutt: It's snowing so global warming is a myth! Anti-intellectualism at its finest. http://tumblr.com/x7q6bt19k;Yes;1
"@OTOOLEFAN I've had this argument with people re: global warming, v. climate change. They don't use ""facts"" or ""logics"" like we do.";Yes;0.5114
"Snowmaggedon' in Washington spurs climate change doubters: Mark Twain had it right: Climate is what we expect; we... http://bit.ly/bpnrnK";Yes;0.4961
"Snowmaggedon' in Washington spurs climate change doubters: Mark Twain had it right: Climate is what we expect; we... http://bit.ly/bpnrnK";No;0.6585
SNOW is trending. Where is AL GORE, the expert on Global Warming been lately? Want 2 hear what HE has 2 say about record breaking snow fall!;No;1
"Earth's polar ice sheets vulnerable to even moderate global warming; New Orleans, much of southern F... http://cli.gs/yEg8T";Yes;1
Moonbattery: Global Warming Crisis Strikes Cambridge, Massachusetts: Red Scare Redux | Main | Two Pictures Worth T... http://bit.ly/cR5UeA;Yes;0.6446
Global Warming Dent's El Ni'o's Protective Shield From Atlantic Hurricanes, Increase Droughts http://cli.gs/LEnPp;Yes;1
RT @SeegerCycle Senate global warming meeting on hold from record snow fall #tcot // Yes, this disproves global warming(if ur illiterate);No;1
"""Fox News has Al Gore's book on global warming in the snow during one of their 'straight news' shows."" http://tumblr.com/xkw6bpar9";Yes;0.6805
Video: MS-NBC's Brewer claims heavy snowfall proves global warming http://bit.ly/cJM3Xp;Yes;1
Rt @InvasiveNotes RT @OceanChampions: No, snow does not disprove global warming: http://bit.ly/aX13RH;Yes;1
The Reference Frame: Global warming causes snowstorm in D.C.  http://bit.ly/4Bvajw;Yes;1
RT @JulesBeaujolais: RT: @StopBeck: So #tcot, if snow during the winter disproves global warming, does a hot day during summer prove it? #p2;No;0.4805
RT @JulesBeaujolais: RT: @StopBeck: So #tcot, if snow during the winter disproves global warming, does a hot day during summer prove it? #p2;Yes;1
RT: @StopBeck: So #tcot, if snow during the winter disproves global warming, does a hot day during summer prove it? #p2;No;0.4748
Dear #tcot climate-change deniers, hv u ever heard of the Southern Hemisphere? It had the hottest temps on record.;Yes;1
Climate-Change Skeptics Have Received Fat Checks From ExxonMobil - Newspaper: ExxonMobil Corp., the world's l... http://bit.ly/9lzQCy;Yes;0.775
New federal office for global warming - Washington Times: Amid the growing fight over the accuracy of climate data... http://bit.ly/bbpngP;Yes;0.6181
"Big govt fears us & seeks to control us - economically thru higher taxes, & via social ""guilt"" mandates like child obesity or global warming";No;0.6904
@STXherry @slkbrooke When Democrats regained House control, DHS priority switched to global warming as primary concern - Senseless.;No;1
"Power Elite enrich themselves by pushing ""Social Agendas"" on us - child obesity, global warming (Al Gore made over $100 mil todate). #tcot";Yes;0.4606
east coast is probably wondering: what happened to global warming when it's blizzarding? answer: http://bit.ly/cBLW6t #climate #snowmageddon;Yes;0.384
Just like Evolution, Climate Change is Real http://bit.ly/d6TazQ;Yes;0.6838
Ppl can't think 4 themselves they'll cont 2 believe global warming, even believe snow storms prove it. Idiots are so malleable. #climategate;No;1
Can White Roofs Battle Global Warming? [via NYTimes] http://nyti.ms/d0ctQt #climatechange #architecture;Yes;0.6809
"People who claim these blizzards disprove climate change clearly didn't see ""The Day After Tomorrow"".";Yes;1
Global Warming In One State http://bit.ly/8XlcOy;Yes;0.6656
If Ensler & Behar represent liberal women, that's such a sad pathetic stmt. Global warming fanatics who yack about their vaginas. Pathetic!;No;1
RT @jeanniemcbride UN climate change panel based claims on student dissertation! (where was the outrage?) http://is.gd/7onu9 #tcot #media;No;0.709
For everyone who thinks #Snowmageddon disproves Global Warming, this is why ur wrong: http://bit.ly/9w0D0G;Yes;1
Junk science reported as fact, How stupid do they think we are? TIME MAG:  How Global Warming Makes Blizzards Worse. http://drudge.tw/9oXiLZ;No;1
Global warming theory snowing all over Baltimore and New England.;No;0.4998
US Climate Envoy Says China Tepid on Climate Change Agreement http://bit.ly/aL5ooC;Yes;0.7072
Global warming could make world more 'fragrant': London, Feb 10 (ANI): A major scientific review has indicated tha... http://bit.ly/ahP2MR;Yes;0.6844
@aiki14 Global Warming? Earthquake Magnitude 4.3 quake jolts parts of N Illinois, 50 miles west-northwest of Chicago http://j.mp/bJmlyC;Yes;0.6547
D.C. Snowstorm: How Global Warming Makes Blizzards Worse http://bit.ly/d9iYjy;Yes;1
Another Snowstorm: What Happened to Global Warming?: By Bryan Walsh Wednesday, Feb. 10, 2010 Alex Brandon / AP As ... http://bit.ly/bXx9aV;No;1
Invasive plants are beneficiaries of climate change in Thoreau's woods (source: Science daily): Invasive plants co... http://bit.ly/cBNow5;Yes;0.6602
2 quote Ackroyd's SNL anchor: Joy Behar, u ignorant slut! You BELIEVE in global warming and u mock Palin? http://bit.ly/9h6d3c Ur an idiot!;No;1
The Effect Of Organic Farming In Climate Change | Organic Earth http://bit.ly/a1rqhT;Yes;1
@greenbubble is EVERYTHING demented, sad, pathetic about liberalism. They think Vagina Monologues & global warming are important topics.;No;0.6357
These people R certifiably insane!There's no freaking global warming & you old cranks (Jane Fonda & the rest) are (cont) http://tl.gd/83nob;No;1
RT @gopevangelist: Global warming hysteria presumes 3 things: 1 it exists, 2 it is man-made, 3 it is bad. All 3 must be true. This winter may prove all 3 false;No;1
Global warming hysteria presumes 3 things: 1 it exists, 2 it is man-made, 3 it is bad. All 3 must be true. This winter may prove all 3 false;No;0.687
We're expecting another deluge of global warming tonight.;No;0.4812
Energy and Global Warming News for February 9: Ford to unveil ... http://bit.ly/c0CJ8w;Yes;1
Global Warming In One State: Like clockwork, whenever there is any kind of change in the natural landscape here in... http://bit.ly/bk1xyA;Yes;0.6674
Los Angeles: Palin Calls Global Warming a 'Bunch of Snake Oil Science' http://bit.ly/c7ypFi;No;0.6644
To me this winter is proof that God has a sense of humor at the expense of the climate change worshipers. http://myloc.me/3Fmvx;No;1
@ConservativeLA like newt but can't support anyone who gives any credence to global warming.  http://myloc.me/3FmlS;No;1
Brilliant: 'Vagina Monologues' Creator Tells Palin to Look at 'Earthquakes and Tsunamis' for Global Warming Proof http://bit.ly/aZ0Mbu;Yes;1
"Palin: Global Warming Just ""Snake Oil"" - CBS News: Former Alaska Governor Dismisses Climate Change Research at Cal... http://bit.ly/9RGdFx";No;0.6223
"@Jen_Niffer Wait it out, global warming is the trend...is what I hear anyway. ;-) #agw #environitwits. #ecofascism #tcot #snOMG";No;0.7621
#tcot RT RT RT @Seorse http://twitpic.com/12btoz - AP photo from VA...Global-warming scientist on a lunch break;No;0.632
Democrat Party supports Prostitution, Abortion, Pot, Homosexuality, NAMBLA Global Warming ACORN ECIU ATHEIST  #tcot @Glenn Beck Fox News;No;0.6882
RT @JoshBearjoolow RT @JamisonDague: I love that, since it's cold, climate change is a hoax. That's like s... http://bit.ly/cFz0N4 #Lottery;Yes;0.6762
"Climate change, not ""every day is going to be warmer no matter what, change"" #justsayin #AssHats #ScienceFail #p2 #tcot";Yes;0.6594
Conservatives hot about global warming ballot measure. Your thoughts about California's AB32? Suspend it? http://bit.ly/AB32fight #fb;No;0.6397
What do climate change deniers squawking about snow in Washington say about the stubborn absence of snow at Vancouver's Olympics venues?;Yes;0.6713
"RT @CalebHowe: I've officially heard one too many ""so much for global warming"" #snomg cracks. We need to save or create some new jokes.";Yes;0.6792
Utah Legislature: House formally questions global warming: By Bob Bernick Jr. SALT LAKE CITY ' With most Democrats... http://bit.ly/9rjlSg;No;0.7145
@algore fuck you man...I was your biggest supporter...then you let it rain like noahs ark...fuck your theory on global warming..;No;1
"@i_r_squared And she can then extend it to global warming et al and say ""Ha, hologram-illusion-lalala""?";No;0.6756
"Palin Dismisses Climate Change as ""Snake Oil Science"": http://wp.me/pqpBU-cF";No;0.7063
RT @LAist: Speaking at a CA Event today, Palin Calls Global Warming a 'Bunch of Snake Oil Science': http://bit.ly/cpZm87;No;0.4843
RT @LAist: Speaking at a CA Event today, Palin Calls Global Warming a 'Bunch of Snake Oil Science': http://bit.ly/cpZm87;No;0.6575
RT @mmfa Brain Freeze: Conservative media still using winter weather to attack global warming: http://bit.ly/9nKEcc #noisemachine #climate;Yes;0.4802
Solar energy can be used to combat climate change: Experts ... http://bit.ly/a8tw2k;Yes;0.6561
"RT @VerveSol: 30min version of ""Climate Change Recalculated"" http://ow.ly/15DmF watch the full version through ForaTv/LongNowFoundation";Yes;0.5281
Must be global warming! NYC public schools will be closed tomorrow, Wednesday, due to an expected winter snowstorm. /via @311NYC;No;1
Palin Calls Global Warming a 'Bunch of Snake Oil Science' http://dlvr.it/1bYm;No;0.5178
